,Model,pixel_acc,iou_macro,iou_weighted,dice_macro,dice_weighted
69,DeepLabV3+ + TTA,0.9225117370892019,0.17534965913108685,0.8884694099778635,0.19776104890347088,0.9197687855068165
70,DeepLabV3+ + TTA,0.9310867916350634,0.24223046346575627,0.8901319721057013,0.2851961110501279,0.9340961325654028
71,DeepLabV3+ + TTA,0.8875283746556474,0.2569810370003658,0.832340876289294,0.32061131541049104,0.8881536420367984
72,DeepLabV3+ + TTA,0.861304347826087,0.2078838338032693,0.7982184469061282,0.25439056369985874,0.8348423941855755
73,DeepLabV3+ + TTA,0.7702198166353695,0.1806631401330608,0.7448593556955416,0.21516309480115647,0.7611989903964637
74,DeepLabV3+ + TTA,0.8656452328159645,0.20928711818068194,0.8246405682640819,0.24589799148146774,0.8638514463630402
75,DeepLabV3+ + TTA,0.8589670426896704,0.14107596481900977,0.8051997907046169,0.176730845029245,0.8437348730631523
76,DeepLabV3+ + TTA,0.8593823816231444,0.19731540402088074,0.7801052607897366,0.2438866884316928,0.8332647148027258
77,DeepLabV3+ + TTA,0.8234432234432234,0.15702950006297492,0.7953539442950882,0.19147617428249372,0.8482871206355499
78,DeepLabV3+ + TTA,0.9527820372398685,0.25575853591355824,0.9206579480668582,0.29093672434830864,0.9514863935301352
79,DeepLabV3+ + TTA,0.9265703971119134,0.22918340066961115,0.8838568396417177,0.2754816938516029,0.9266664264525428
80,DeepLabV3+ + TTA,0.8540914470145239,0.13719567498737645,0.8183093663563282,0.15661885589030883,0.8425074925535315
81,DeepLabV3+ + TTA,0.8911088664421998,0.2055598675639704,0.8484196669833393,0.23965252223045222,0.8929812827363868
82,DeepLabV3+ + TTA,0.8919342359767891,0.19264345326597793,0.852099146378251,0.23120812185221315,0.8895250213729716
83,DeepLabV3+ + TTA,0.904575260804769,0.24953647366034007,0.853509385990895,0.298284906242227,0.8966184803123084
84,DeepLabV3+ + TTA,0.8625366391184573,0.11781047868543211,0.8321909330286906,0.1310620566129176,0.8549559445084481
85,DeepLabV3+ + TTA,0.8228133274492497,0.11120514357270692,0.7967507920354578,0.1365859156844768,0.8140378737963272
86,DeepLabV3+ + TTA,0.8912815426997245,0.2707235951596098,0.8348060521146756,0.3430006567665933,0.8893125437631693
87,DeepLabV3+ + TTA,0.8593803119956966,0.25477714480614566,0.8274025469859797,0.3010974031271436,0.864902557891746
88,DeepLabV3+ + TTA,0.9044959876882489,0.19509774466271732,0.8734602272850808,0.22490279608279376,0.8962429048944733
89,DeepLabV3+ + TTA,0.8009393219606996,0.20505652581351083,0.7268145492786706,0.2525448756463795,0.8035142300064435
90,DeepLabV3+ + TTA,0.8625955204216074,0.1538309467223397,0.8258128533402549,0.17848217143976325,0.8623645576947151
91,DeepLabV3+ + TTA,0.7895575027382257,0.1229474411972541,0.7615777633486935,0.14582656257158183,0.7822343407544149
92,DeepLabV3+ + TTA,0.9235664335664335,0.21314861873431373,0.8818945436272967,0.2653080327716896,0.9234445145172892
93,DeepLabV3+ + TTA,0.8292953721006925,0.24286221228067076,0.8043710665989794,0.2868162399546892,0.8372485848122357
94,DeepLabV3+ + TTA,0.7957895885626978,0.17364254326326276,0.7701559202417745,0.21305388729469,0.799263243247478
95,DeepLabV3+ + TTA,0.8959634623749456,0.15355622269495472,0.8379839411352226,0.17871714438358283,0.8708086505911772
96,DeepLabV3+ + TTA,0.8506925332731784,0.15899503385097627,0.8080800617457888,0.19134754831194023,0.8371073848324941
97,DeepLabV3+ + TTA,0.8124450667815597,0.14881641883928926,0.7551021630953058,0.189519431398394,0.7899701203925933
98,DeepLabV3+ + TTA,0.793063973063973,0.1787884450251694,0.7457704875563911,0.22219102111365513,0.7925390205269415
99,DeepLabV3+ + TTA,0.8204346422807961,0.11577562467901226,0.7845039718449177,0.13310000221013962,0.8061023520185133
100,DeepLabV3+ + TTA,0.815585993593284,0.15025615361820993,0.774963801723192,0.191113102279623,0.8134793483345494
101,DeepLabV3+ + TTA,0.8020701864000833,0.2101164874943412,0.7631604170351666,0.25934982522650724,0.8027993410814286
102,DeepLabV3+ + TTA,0.9021031702198167,0.17331436675831333,0.8508305092388431,0.19815293273423748,0.9054947740068727
103,DeepLabV3+ + TTA,0.8172464403066813,0.12780883534647863,0.7853317534806679,0.14888629932104866,0.8193240080091575
104,DeepLabV3+ + TTA,0.8549257997141915,0.18061901136107844,0.7989439819017957,0.2143086886718367,0.8476468487232517
105,DeepLabV3+ + TTA,0.9238994931521622,0.35578758957138995,0.8981215492653594,0.41609337072414193,0.9406426030142184
106,DeepLabV3+ + TTA,0.8486935286935287,0.1571400055518142,0.807206664972392,0.19729834046843295,0.844226069353732
107,DeepLabV3+ + TTA,0.880879553659337,0.17097816903973662,0.8364119682768506,0.21349137071082327,0.8868860537776487
108,DeepLabV3+ + TTA,0.9120989779451318,0.1688211684900333,0.8830558265017291,0.19113712158704071,0.9251416846845388
109,DeepLabV3+ + TTA,0.9364269344101277,0.26937953533750986,0.9026687057741385,0.30459739573786565,0.9390467912748929
110,DeepLabV3+ + TTA,0.841390243902439,0.1587134942753575,0.8111468400505948,0.1901889882784183,0.8383949192233701
111,DeepLabV3+ + TTA,0.9048314855875832,0.3215168131951736,0.8537254834175777,0.3994974822762425,0.9019256703707649
112,DeepLabV3+ + TTA,0.8062555931463494,0.16776887151132364,0.7346938902825009,0.20678557294860941,0.7648129836919515
113,DeepLabV3+ + TTA,0.8728418732782369,0.1378007102171469,0.8405453768450974,0.16725012654940793,0.8852686353774578
114,DeepLabV3+ + TTA,0.9406053215077606,0.23476801939326686,0.8959123405690806,0.2769284534629807,0.9347062424240761
115,DeepLabV3+ + TTA,0.8342354113608681,0.20740955236037142,0.7874469082410984,0.24986964799374262,0.815421967732686
116,DeepLabV3+ + TTA,0.8346734333627538,0.13703975845948124,0.7747621369782771,0.16265697969992393,0.8159005783726198
117,DeepLabV3+ + TTA,0.8736200716845878,0.20737541351519623,0.8405923222747519,0.2310934419273095,0.8617376317418364
118,DeepLabV3+ + TTA,0.9043326421477682,0.24168450445155962,0.8719793708678683,0.28824268665736097,0.918436418342089
119,DeepLabV3+ + TTA,0.7987075575027383,0.13069687266568852,0.7639630752165434,0.17293111784275123,0.7993783142158305
120,DeepLabV3+ + TTA,0.873629760070438,0.1434631571687986,0.8329492182159156,0.17042820894300226,0.8720044887255759
121,DeepLabV3+ + TTA,0.8992263517174125,0.24484038388655052,0.8446331885197897,0.3072684892140399,0.8927836639696511
